'sample interval','Fx','Fy','Fz','Mx','My','Mz','COPx','COPy'
5047,2.173,-0.188,-0.223,-0.755,-0.28,0.068,0.053,-0.139
5048,2.145,-0.2,-0.128,-0.768,-0.231,0.065,0.045,-0.142
5049,2.121,-0.212,-0.142,-0.781,-0.194,0.063,0.038,-0.144
5050,2.102,-0.224,-0.263,-0.795,-0.17,0.061,0.032,-0.146
5051,2.087,-0.235,-0.465,-0.81,-0.153,0.061,0.026,-0.149
5052,2.075,-0.245,-0.704,-0.824,-0.14,0.062,0.019,-0.151
5053,2.062,-0.251,-0.938,-0.837,-0.124,0.064,0.013,-0.153
5054,2.043,-0.254,-1.13,-0.848,-0.1,0.067,0.005,-0.155
5055,2.012,-0.254,-1.261,-0.857,-0.063,0.07,-0.004,-0.157
5056,1.965,-0.254,-1.324,-0.867,-0.012,0.072,-0.014,-0.158
5057,1.901,-0.256,-1.324,-0.877,0.051,0.074,-0.026,-0.16
5058,1.823,-0.264,-1.271,-0.889,0.126,0.074,-0.039,-0.163
5059,1.736,-0.278,-1.183,-0.901,0.208,0.075,-0.053,-0.165
5060,1.65,-0.293,-1.08,-0.913,0.293,0.075,-0.067,-0.167
5061,1.569,-0.306,-0.989,-0.924,0.378,0.077,-0.081,-0.17
5062,1.499,-0.31,-0.93,-0.935,0.46,0.079,-0.096,-0.172
5063,1.439,-0.305,-0.91,-0.945,0.535,0.082,-0.109,-0.174
5064,1.386,-0.293,-0.921,-0.957,0.602,0.087,-0.122,-0.176
5065,1.338,-0.28,-0.942,-0.969,0.658,0.094,-0.133,-0.178
5066,1.296,-0.272,-0.95,-0.981,0.705,0.101,-0.142,-0.18
5067,1.263,-0.279,-0.931,-0.992,0.742,0.107,-0.148,-0.182
5068,1.244,-0.303,-0.883,-1.001,0.77,0.112,-0.153,-0.184
5069,1.245,-0.344,-0.819,-1.008,0.789,0.115,-0.155,-0.185
5070,1.263,-0.392,-0.757,-1.014,0.8,0.117,-0.156,-0.186
5071,1.293,-0.438,-0.712,-1.02,0.804,0.118,-0.156,-0.188
5072,1.323,-0.47,-0.695,-1.028,0.8,0.119,-0.155,-0.189
5073,1.34,-0.481,-0.705,-1.037,0.792,0.121,-0.154,-0.191
5074,1.338,-0.472,-0.738,-1.046,0.779,0.125,-0.152,-0.193
5075,1.314,-0.449,-0.79,-1.054,0.764,0.13,-0.15,-0.194
5076,1.277,-0.42,-0.855,-1.061,0.745,0.136,-0.148,-0.195
5077,1.241,-0.395,-0.925,-1.066,0.72,0.142,-0.144,-0.196
5078,1.223,-0.378,-0.987,-1.068,0.687,0.146,-0.139,-0.196
5079,1.236,-0.371,-1.023,-1.067,0.642,0.149,-0.131,-0.196
5080,1.286,-0.372,-1.012,-1.063,0.583,0.15,-0.12,-0.195
5081,1.371,-0.378,-0.939,-1.055,0.509,0.15,-0.105,-0.194
5082,1.483,-0.384,-0.802,-1.045,0.42,0.149,-0.086,-0.192
5083,1.61,-0.389,-0.621,-1.031,0.318,0.147,-0.064,-0.19
5084,1.742,-0.386,-0.434,-1.017,0.209,0.146,-0.041,-0.187
5085,1.871,-0.373,-0.293,-1,0.098,0.145,-0.018,-0.185
5086,1.99,-0.349,-0.243,-0.982,-0.006,0.143,0.002,-0.181
5087,2.093,-0.313,-0.309,-0.961,-0.096,0.141,0.017,-0.177
5088,2.174,-0.268,-0.479,-0.938,-0.167,0.137,0.028,-0.173
5089,2.231,-0.222,-0.707,-0.912,-0.217,0.132,0.034,-0.168
5090,2.26,-0.185,-0.924,-0.888,-0.247,0.125,0.036,-0.163
5091,2.267,-0.167,-1.061,-0.866,-0.263,0.118,0.037,-0.159
5092,2.257,-0.174,-1.073,-0.852,-0.267,0.111,0.037,-0.156
5093,2.239,-0.207,-0.957,-0.846,-0.265,0.106,0.039,-0.155
5094,2.222,-0.256,-0.754,-0.85,-0.257,0.104,0.04,-0.156
5095,2.208,-0.31,-0.529,-0.86,-0.245,0.105,0.042,-0.158
5096,2.198,-0.35,-0.349,-0.874,-0.231,0.108,0.042,-0.161
5097,2.187,-0.366,-0.261,-0.89,-0.215,0.112,0.04,-0.164
5098,2.173,-0.348,-0.281,-0.907,-0.201,0.114,0.037,-0.167
5099,2.152,-0.302,-0.397,-0.923,-0.192,0.115,0.034,-0.17
5100,2.123,-0.237,-0.586,-0.939,-0.189,0.112,0.03,-0.173
5101,2.088,-0.172,-0.82,-0.953,-0.192,0.107,0.027,-0.175
5102,2.047,-0.122,-1.074,-0.964,-0.2,0.1,0.025,-0.177
5103,2.004,-0.098,-1.325,-0.974,-0.211,0.094,0.023,-0.178
5104,1.961,-0.102,-1.549,-0.982,-0.222,0.089,0.021,-0.18
5105,1.919,-0.129,-1.718,-0.989,-0.23,0.089,0.02,-0.181
5106,1.877,-0.171,-1.8,-0.995,-0.234,0.093,0.02,-0.182
5107,1.836,-0.216,-1.773,-1,-0.232,0.101,0.02,-0.183
5108,1.796,-0.259,-1.628,-1.004,-0.224,0.111,0.021,-0.184
5109,1.761,-0.293,-1.382,-1.005,-0.208,0.121,0.022,-0.184
5110,1.732,-0.317,-1.076,-1.002,-0.187,0.128,0.022,-0.184
5111,1.712,-0.329,-0.76,-0.996,-0.163,0.131,0.023,-0.183
5112,1.703,-0.331,-0.488,-0.988,-0.14,0.129,0.023,-0.182
5113,1.705,-0.325,-0.302,-0.979,-0.123,0.122,0.022,-0.181
5114,1.718,-0.315,-0.224,-0.969,-0.113,0.113,0.022,-0.179
5115,1.741,-0.306,-0.255,-0.96,-0.111,0.104,0.021,-0.177
5116,1.771,-0.3,-0.373,-0.951,-0.115,0.099,0.02,-0.175
5117,1.799,-0.301,-0.538,-0.943,-0.122,0.097,0.019,-0.174
5118,1.821,-0.309,-0.706,-0.938,-0.126,0.099,0.017,-0.172
5119,1.829,-0.322,-0.838,-0.935,-0.125,0.103,0.014,-0.172
5120,1.823,-0.338,-0.916,-0.937,-0.115,0.106,0.011,-0.172
5121,1.802,-0.356,-0.94,-0.944,-0.099,0.106,0.008,-0.173
5122,1.774,-0.371,-0.924,-0.954,-0.08,0.104,0.005,-0.175
5123,1.743,-0.381,-0.885,-0.967,-0.063,0.099,0.002,-0.178
5124,1.72,-0.384,-0.834,-0.98,-0.052,0.093,0.001,-0.18
5125,1.708,-0.377,-0.773,-0.99,-0.049,0.087,0.001,-0.182
5126,1.709,-0.362,-0.701,-0.996,-0.056,0.083,0.004,-0.183
5127,1.722,-0.346,-0.623,-0.996,-0.072,0.08,0.008,-0.183
5128,1.739,-0.334,-0.555,-0.989,-0.096,0.079,0.014,-0.182
5129,1.754,-0.333,-0.517,-0.976,-0.127,0.08,0.02,-0.18
5130,1.762,-0.342,-0.529,-0.958,-0.164,0.081,0.027,-0.176
5131,1.759,-0.357,-0.599,-0.937,-0.207,0.082,0.034,-0.172
5132,1.749,-0.373,-0.719,-0.913,-0.256,0.083,0.041,-0.168
5133,1.734,-0.381,-0.87,-0.886,-0.309,0.085,0.048,-0.163
5134,1.723,-0.377,-1.025,-0.859,-0.366,0.086,0.057,-0.157
5135,1.724,-0.362,-1.156,-0.832,-0.426,0.087,0.066,-0.152
5136,1.743,-0.339,-1.239,-0.81,-0.49,0.089,0.076,-0.148
5137,1.786,-0.309,-1.257,-0.791,-0.559,0.088,0.089,-0.144
5138,1.855,-0.274,-1.208,-0.774,-0.636,0.086,0.104,-0.141
5139,1.95,-0.233,-1.098,-0.757,-0.723,0.08,0.122,-0.138
5140,2.063,-0.188,-0.948,-0.737,-0.82,0.073,0.142,-0.135
5141,2.185,-0.141,-0.781,-0.712,-0.926,0.064,0.164,-0.13
5142,2.308,-0.094,-0.619,-0.681,-1.038,0.056,0.188,-0.125
5143,2.424,-0.053,-0.476,-0.648,-1.152,0.05,0.211,-0.119
5144,2.53,-0.021,-0.364,-0.613,-1.263,0.046,0.233,-0.113
5145,2.628,0,-0.291,-0.58,-1.37,0.045,0.254,-0.106
5146,2.722,0.009,-0.264,-0.549,-1.469,0.046,0.273,-0.101
5147,2.817,0.007,-0.283,-0.522,-1.562,0.048,0.29,-0.096
5148,2.911,0,-0.344,-0.499,-1.648,0.049,0.305,-0.091
5149,3.001,-0.008,-0.437,-0.479,-1.726,0.05,0.318,-0.087
5150,3.078,-0.012,-0.544,-0.461,-1.797,0.05,0.33,-0.084
5151,3.136,-0.008,-0.648,-0.446,-1.857,0.049,0.34,-0.081
5152,3.17,0.005,-0.73,-0.434,-1.907,0.049,0.348,-0.079
5153,3.181,0.026,-0.777,-0.424,-1.944,0.048,0.354,-0.077
5154,3.174,0.051,-0.777,-0.417,-1.967,0.048,0.358,-0.075
5155,3.155,0.075,-0.724,-0.413,-1.977,0.047,0.361,-0.075
5156,3.132,0.094,-0.626,-0.413,-1.977,0.046,0.362,-0.075
5157,3.106,0.103,-0.501,-0.417,-1.97,0.044,0.363,-0.076
5158,3.079,0.098,-0.377,-0.424,-1.958,0.042,0.362,-0.077
5159,3.051,0.079,-0.282,-0.433,-1.945,0.042,0.361,-0.079
5160,3.018,0.047,-0.236,-0.444,-1.929,0.044,0.359,-0.081
5161,2.982,0.006,-0.243,-0.455,-1.912,0.049,0.356,-0.083
5162,2.941,-0.034,-0.296,-0.465,-1.891,0.055,0.351,-0.085
5163,2.895,-0.066,-0.382,-0.476,-1.865,0.062,0.345,-0.087
5164,2.843,-0.083,-0.487,-0.486,-1.837,0.067,0.338,-0.089
5165,2.786,-0.083,-0.602,-0.495,-1.806,0.071,0.331,-0.09
5166,2.724,-0.07,-0.718,-0.504,-1.776,0.072,0.323,-0.092
5167,2.662,-0.051,-0.824,-0.51,-1.745,0.073,0.316,-0.093
5168,2.603,-0.035,-0.905,-0.514,-1.713,0.073,0.309,-0.093
5169,2.552,-0.027,-0.947,-0.515,-1.678,0.075,0.302,-0.093
5170,2.511,-0.035,-0.937,-0.513,-1.638,0.077,0.294,-0.093
5171,2.478,-0.058,-0.876,-0.508,-1.595,0.081,0.287,-0.092
5172,2.447,-0.094,-0.778,-0.503,-1.552,0.085,0.281,-0.091
5173,2.414,-0.138,-0.668,-0.497,-1.514,0.087,0.276,-0.091
5174,2.376,-0.183,-0.572,-0.495,-1.485,0.086,0.272,-0.09
5175,2.334,-0.222,-0.505,-0.497,-1.465,0.082,0.269,-0.091
5176,2.29,-0.25,-0.467,-0.504,-1.454,0.077,0.267,-0.092
5177,2.251,-0.267,-0.44,-0.514,-1.446,0.072,0.266,-0.094
5178,2.223,-0.274,-0.401,-0.525,-1.436,0.068,0.265,-0.096
5179,2.209,-0.275,-0.335,-0.531,-1.423,0.067,0.264,-0.097
5180,2.21,-0.277,-0.243,-0.532,-1.405,0.067,0.262,-0.098
5181,2.227,-0.281,-0.145,-0.529,-1.386,0.068,0.26,-0.097
5182,2.255,-0.288,-0.071,-0.524,-1.37,0.068,0.258,-0.096
5183,2.289,-0.296,-0.053,-0.52,-1.361,0.067,0.256,-0.096
5184,2.324,-0.299,-0.109,-0.52,-1.362,0.064,0.256,-0.095
5185,2.354,-0.294,-0.239,-0.524,-1.375,0.059,0.256,-0.096
5186,2.375,-0.278,-0.421,-0.532,-1.399,0.054,0.258,-0.097
5187,2.386,-0.253,-0.624,-0.539,-1.43,0.049,0.261,-0.098
5188,2.385,-0.223,-0.816,-0.542,-1.468,0.045,0.265,-0.099
5189,2.375,-0.195,-0.97,-0.537,-1.507,0.042,0.27,-0.098
5190,2.36,-0.172,-1.077,-0.527,-1.546,0.04,0.275,-0.095
5191,2.346,-0.156,-1.134,-0.512,-1.581,0.041,0.281,-0.093
5192,2.338,-0.148,-1.149,-0.496,-1.61,0.044,0.286,-0.09
5193,2.339,-0.145,-1.132,-0.481,-1.629,0.048,0.29,-0.087
5194,2.348,-0.147,-1.09,-0.468,-1.639,0.054,0.292,-0.085
5195,2.36,-0.15,-1.026,-0.458,-1.638,0.059,0.293,-0.083
5196,2.373,-0.153,-0.939,-0.45,-1.628,0.064,0.293,-0.081
5197,2.38,-0.153,-0.827,-0.441,-1.61,0.068,0.291,-0.08
5198,2.379,-0.147,-0.695,-0.434,-1.587,0.07,0.289,-0.079
5199,2.369,-0.136,-0.56,-0.429,-1.563,0.072,0.286,-0.078
5200,2.354,-0.121,-0.445,-0.427,-1.544,0.073,0.284,-0.078
5201,2.337,-0.105,-0.379,-0.429,-1.529,0.074,0.283,-0.078
5202,2.326,-0.096,-0.38,-0.436,-1.52,0.075,0.281,-0.08
5203,2.324,-0.099,-0.45,-0.446,-1.514,0.077,0.279,-0.081
5204,2.332,-0.116,-0.569,-0.46,-1.507,0.08,0.276,-0.084
5205,2.344,-0.146,-0.699,-0.476,-1.495,0.082,0.272,-0.087
5206,2.354,-0.18,-0.796,-0.492,-1.476,0.085,0.266,-0.089
5207,2.353,-0.21,-0.824,-0.506,-1.449,0.087,0.261,-0.092
5208,2.339,-0.229,-0.769,-0.515,-1.419,0.088,0.256,-0.094
5209,2.316,-0.235,-0.648,-0.518,-1.388,0.09,0.252,-0.095
5210,2.293,-0.228,-0.493,-0.515,-1.365,0.091,0.25,-0.094
5211,2.283,-0.212,-0.345,-0.507,-1.353,0.093,0.25,-0.093
5212,2.294,-0.191,-0.236,-0.495,-1.358,0.095,0.253,-0.091
5213,2.329,-0.168,-0.186,-0.481,-1.38,0.097,0.258,-0.088
5214,2.384,-0.144,-0.198,-0.468,-1.42,0.098,0.265,-0.086
5215,2.449,-0.118,-0.264,-0.456,-1.473,0.097,0.274,-0.083
5216,2.513,-0.092,-0.367,-0.445,-1.534,0.094,0.284,-0.081
5217,2.568,-0.064,-0.491,-0.435,-1.596,0.088,0.293,-0.079
5218,2.606,-0.037,-0.621,-0.425,-1.654,0.079,0.302,-0.077
5219,2.627,-0.013,-0.744,-0.415,-1.702,0.07,0.309,-0.075
5220,2.632,0.006,-0.85,-0.408,-1.739,0.061,0.315,-0.074
5221,2.627,0.016,-0.925,-0.402,-1.763,0.056,0.318,-0.073
5222,2.616,0.018,-0.949,-0.4,-1.776,0.056,0.32,-0.072
5223,2.605,0.01,-0.908,-0.401,-1.78,0.059,0.321,-0.072
5224,2.598,-0.003,-0.8,-0.404,-1.779,0.066,0.323,-0.073
5225,2.595,-0.019,-0.646,-0.408,-1.778,0.072,0.325,-0.074
5226,2.596,-0.034,-0.489,-0.411,-1.778,0.075,0.327,-0.075
5227,2.599,-0.047,-0.378,-0.414,-1.781,0.073,0.33,-0.075
5228,2.602,-0.057,-0.354,-0.417,-1.787,0.066,0.331,-0.076
5229,2.604,-0.065,-0.427,-0.42,-1.793,0.055,0.331,-0.077
5230,2.606,-0.072,-0.571,-0.424,-1.794,0.042,0.329,-0.077
5231,2.609,-0.076,-0.729,-0.429,-1.788,0.031,0.326,-0.078
5232,2.616,-0.078,-0.84,-0.435,-1.771,0.022,0.321,-0.079
5233,2.627,-0.076,-0.86,-0.44,-1.741,0.019,0.315,-0.08
5234,2.64,-0.072,-0.781,-0.445,-1.7,0.021,0.308,-0.081
5235,2.65,-0.066,-0.633,-0.448,-1.652,0.029,0.302,-0.081
5236,2.652,-0.06,-0.467,-0.451,-1.604,0.041,0.295,-0.082
5237,2.644,-0.054,-0.332,-0.455,-1.56,0.055,0.289,-0.083
5238,2.626,-0.049,-0.265,-0.459,-1.527,0.068,0.284,-0.084
5239,2.6,-0.048,-0.276,-0.462,-1.504,0.08,0.28,-0.085
5240,2.573,-0.051,-0.359,-0.464,-1.49,0.088,0.276,-0.085
5241,2.55,-0.061,-0.491,-0.464,-1.48,0.092,0.272,-0.085
5242,2.534,-0.08,-0.643,-0.463,-1.468,0.092,0.267,-0.084
5243,2.526,-0.104,-0.781,-0.463,-1.449,0.091,0.262,-0.084
5244,2.523,-0.128,-0.876,-0.467,-1.421,0.089,0.255,-0.085
5245,2.522,-0.144,-0.911,-0.477,-1.383,0.087,0.248,-0.086
5246,2.52,-0.146,-0.889,-0.494,-1.339,0.085,0.24,-0.09
5247,2.513,-0.133,-0.83,-0.516,-1.291,0.083,0.232,-0.094
5248,2.499,-0.106,-0.767,-0.539,-1.245,0.08,0.224,-0.098
5249,2.472,-0.074,-0.731,-0.559,-1.201,0.076,0.216,-0.102
5250,2.431,-0.047,-0.738,-0.572,-1.16,0.071,0.209,-0.104
5251,2.377,-0.034,-0.782,-0.575,-1.12,0.065,0.201,-0.105
5252,2.312,-0.04,-0.842,-0.571,-1.08,0.06,0.192,-0.104
5253,2.244,-0.066,-0.884,-0.562,-1.038,0.057,0.184,-0.102
5254,2.174,-0.108,-0.885,-0.553,-0.992,0.058,0.175,-0.101
5255,2.105,-0.161,-0.835,-0.549,-0.941,0.061,0.166,-0.1
5256,2.033,-0.216,-0.747,-0.551,-0.885,0.069,0.157,-0.101
5257,1.957,-0.268,-0.646,-0.56,-0.824,0.079,0.148,-0.102
5258,1.875,-0.311,-0.563,-0.573,-0.76,0.091,0.137,-0.105
5259,1.791,-0.344,-0.517,-0.586,-0.693,0.102,0.125,-0.107
5260,1.713,-0.364,-0.513,-0.598,-0.626,0.113,0.113,-0.109
5261,1.649,-0.372,-0.539,-0.606,-0.558,0.12,0.1,-0.111
5262,1.606,-0.369,-0.575,-0.611,-0.492,0.124,0.087,-0.112
5263,1.583,-0.358,-0.6,-0.615,-0.428,0.125,0.075,-0.113
5264,1.574,-0.344,-0.604,-0.62,-0.368,0.124,0.063,-0.114
5265,1.567,-0.334,-0.584,-0.627,-0.31,0.121,0.053,-0.115
5266,1.553,-0.332,-0.548,-0.636,-0.258,0.118,0.044,-0.117
5267,1.524,-0.34,-0.51,-0.646,-0.21,0.116,0.036,-0.119
5268,1.479,-0.36,-0.485,-0.658,-0.172,0.116,0.029,-0.121
5269,1.422,-0.388,-0.485,-0.669,-0.145,0.119,0.024,-0.123
5270,1.36,-0.416,-0.518,-0.679,-0.135,0.124,0.021,-0.125
5271,1.305,-0.434,-0.584,-0.689,-0.146,0.13,0.022,-0.126
5272,1.266,-0.431,-0.676,-0.697,-0.179,0.136,0.027,-0.128
5273,1.256,-0.399,-0.784,-0.703,-0.235,0.14,0.036,-0.129
5274,1.281,-0.337,-0.9,-0.705,-0.309,0.141,0.048,-0.129
5275,1.344,-0.253,-1.016,-0.703,-0.397,0.138,0.062,-0.128
5276,1.441,-0.165,-1.13,-0.695,-0.491,0.132,0.078,-0.127
5277,1.563,-0.092,-1.242,-0.678,-0.585,0.124,0.094,-0.123
5278,1.696,-0.051,-1.349,-0.654,-0.674,0.115,0.109,-0.119
5279,1.825,-0.047,-1.44,-0.625,-0.753,0.105,0.122,-0.113
5280,1.941,-0.077,-1.495,-0.593,-0.82,0.095,0.134,-0.107
5281,2.038,-0.124,-1.49,-0.561,-0.874,0.086,0.144,-0.101
5282,2.118,-0.168,-1.407,-0.535,-0.914,0.079,0.153,-0.096
5283,2.184,-0.193,-1.242,-0.514,-0.943,0.075,0.161,-0.093
5284,2.244,-0.195,-1.012,-0.501,-0.962,0.073,0.168,-0.091
5285,2.3,-0.179,-0.757,-0.495,-0.973,0.075,0.174,-0.09
5286,2.352,-0.157,-0.526,-0.494,-0.981,0.079,0.179,-0.09
5287,2.395,-0.144,-0.368,-0.498,-0.989,0.084,0.182,-0.091
5288,2.422,-0.147,-0.309,-0.503,-1,0.09,0.185,-0.092
5289,2.427,-0.167,-0.355,-0.507,-1.015,0.095,0.187,-0.093
5290,2.408,-0.197,-0.486,-0.51,-1.032,0.098,0.189,-0.093
5291,2.372,-0.226,-0.662,-0.513,-1.048,0.101,0.189,-0.093
5292,2.328,-0.244,-0.837,-0.516,-1.057,0.103,0.188,-0.094
5293,2.286,-0.245,-0.964,-0.521,-1.057,0.106,0.186,-0.095
5294,2.256,-0.231,-1.012,-0.529,-1.045,0.108,0.183,-0.096
5295,2.244,-0.208,-0.969,-0.538,-1.023,0.109,0.18,-0.098
5296,2.249,-0.186,-0.844,-0.549,-0.993,0.108,0.176,-0.1
5297,2.268,-0.174,-0.661,-0.559,-0.96,0.106,0.173,-0.102
5298,2.291,-0.174,-0.454,-0.566,-0.928,0.102,0.17,-0.104
5299,2.308,-0.184,-0.257,-0.568,-0.901,0.097,0.168,-0.104
5300,2.31,-0.2,-0.102,-0.564,-0.88,0.092,0.166,-0.104
5301,2.292,-0.213,-0.017,-0.554,-0.866,0.086,0.165,-0.102
5302,2.254,-0.219,-0.023,-0.541,-0.857,0.081,0.163,-0.1
5303,2.198,-0.217,-0.128,-0.527,-0.851,0.076,0.161,-0.097
5304,2.132,-0.208,-0.32,-0.517,-0.847,0.073,0.157,-0.095
5305,2.063,-0.197,-0.573,-0.513,-0.841,0.073,0.152,-0.094
5306,1.997,-0.19,-0.844,-0.514,-0.834,0.074,0.146,-0.094
5307,1.943,-0.186,-1.089,-0.521,-0.823,0.077,0.141,-0.094
5308,1.906,-0.188,-1.272,-0.531,-0.807,0.08,0.135,-0.096
5309,1.89,-0.192,-1.367,-0.543,-0.786,0.083,0.129,-0.098
5310,1.895,-0.199,-1.362,-0.553,-0.761,0.083,0.125,-0.1
5311,1.919,-0.209,-1.263,-0.562,-0.732,0.081,0.121,-0.102
5312,1.954,-0.219,-1.088,-0.568,-0.703,0.078,0.118,-0.103
5313,1.992,-0.229,-0.871,-0.569,-0.676,0.074,0.117,-0.104
5314,2.025,-0.233,-0.657,-0.563,-0.655,0.07,0.116,-0.103
5315,2.047,-0.228,-0.493,-0.552,-0.641,0.066,0.116,-0.101
5316,2.055,-0.212,-0.41,-0.536,-0.632,0.063,0.116,-0.098
5317,2.05,-0.187,-0.422,-0.517,-0.63,0.059,0.115,-0.095
5318,2.032,-0.158,-0.514,-0.499,-0.633,0.057,0.114,-0.091
5319,2.007,-0.13,-0.652,-0.483,-0.642,0.057,0.114,-0.088
5320,1.979,-0.11,-0.792,-0.47,-0.658,0.058,0.114,-0.085
5321,1.954,-0.099,-0.896,-0.462,-0.681,0.062,0.117,-0.084
5322,1.94,-0.097,-0.936,-0.455,-0.712,0.067,0.122,-0.082
5323,1.944,-0.1,-0.906,-0.45,-0.75,0.073,0.13,-0.081
5324,1.969,-0.105,-0.821,-0.443,-0.791,0.078,0.139,-0.08
5325,2.015,-0.109,-0.707,-0.434,-0.833,0.082,0.148,-0.079
5326,2.078,-0.11,-0.596,-0.423,-0.871,0.081,0.157,-0.077
5327,2.153,-0.109,-0.515,-0.41,-0.904,0.078,0.164,-0.075
5328,2.229,-0.107,-0.477,-0.397,-0.933,0.072,0.17,-0.072
5329,2.298,-0.104,-0.484,-0.384,-0.959,0.067,0.175,-0.07
5330,2.353,-0.101,-0.524,-0.374,-0.987,0.064,0.18,-0.068
5331,2.39,-0.098,-0.58,-0.367,-1.022,0.065,0.185,-0.066
5332,2.41,-0.093,-0.635,-0.361,-1.066,0.07,0.193,-0.065
5333,2.414,-0.083,-0.679,-0.355,-1.12,0.078,0.202,-0.064
5334,2.41,-0.066,-0.71,-0.347,-1.18,0.085,0.213,-0.063
5335,2.404,-0.043,-0.731,-0.337,-1.242,0.09,0.224,-0.061
5336,2.406,-0.016,-0.746,-0.322,-1.299,0.092,0.234,-0.058
5337,2.421,0.013,-0.754,-0.304,-1.344,0.091,0.243,-0.054
5338,2.454,0.038,-0.75,-0.285,-1.375,0.087,0.248,-0.051
5339,2.505,0.056,-0.728,-0.268,-1.389,0.083,0.251,-0.048
5340,2.565,0.061,-0.684,-0.255,-1.389,0.078,0.252,-0.046
5341,2.621,0.052,-0.618,-0.249,-1.377,0.075,0.251,-0.045
5342,2.656,0.03,-0.54,-0.25,-1.358,0.075,0.249,-0.045
5343,2.656,-0.003,-0.47,-0.258,-1.336,0.076,0.245,-0.046
5344,2.615,-0.041,-0.429,-0.271,-1.313,0.08,0.242,-0.049
5345,2.538,-0.076,-0.433,-0.287,-1.289,0.087,0.237,-0.052
5346,2.436,-0.101,-0.491,-0.303,-1.265,0.095,0.232,-0.055
5347,2.324,-0.111,-0.6,-0.318,-1.24,0.103,0.226,-0.057
5348,2.215,-0.106,-0.742,-0.328,-1.212,0.11,0.218,-0.059
5349,2.12,-0.09,-0.886,-0.334,-1.18,0.115,0.21,-0.06
5350,2.043,-0.071,-0.988,-0.336,-1.143,0.118,0.202,-0.06
5351,1.985,-0.055,-1.002,-0.335,-1.101,0.118,0.194,-0.06
5352,1.942,-0.047,-0.893,-0.336,-1.057,0.116,0.187,-0.06
5353,1.912,-0.05,-0.657,-0.34,-1.014,0.113,0.183,-0.061
5354,1.894,-0.062,-0.331,-0.348,-0.976,0.108,0.181,-0.063
5355,1.89,-0.082,0.012,-0.36,-0.948,0.104,0.181,-0.066
5356,1.901,-0.104,0.283,-0.374,-0.934,0.098,0.182,-0.069
5357,1.924,-0.123,0.406,-0.387,-0.936,0.092,0.184,-0.072
5358,1.958,-0.134,0.343,-0.395,-0.955,0.085,0.187,-0.073
5359,1.997,-0.132,0.102,-0.396,-0.988,0.078,0.189,-0.073
5360,2.032,-0.118,-0.271,-0.39,-1.034,0.071,0.192,-0.071
5361,2.058,-0.095,-0.706,-0.378,-1.087,0.065,0.196,-0.068
5362,2.07,-0.068,-1.13,-0.363,-1.144,0.061,0.2,-0.065
5363,2.07,-0.042,-1.482,-0.349,-1.201,0.057,0.205,-0.062
5364,2.065,-0.024,-1.721,-0.339,-1.253,0.054,0.211,-0.06
5365,2.065,-0.016,-1.828,-0.334,-1.298,0.051,0.218,-0.059
5366,2.076,-0.02,-1.804,-0.336,-1.334,0.048,0.225,-0.059
5367,2.104,-0.032,-1.669,-0.341,-1.357,0.046,0.231,-0.06
5368,2.145,-0.045,-1.45,-0.35,-1.369,0.045,0.237,-0.062
5369,2.192,-0.056,-1.182,-0.359,-1.372,0.047,0.241,-0.064
5370,2.238,-0.06,-0.9,-0.365,-1.369,0.052,0.245,-0.066
5371,2.276,-0.058,-0.639,-0.368,-1.366,0.058,0.248,-0.067
5372,2.306,-0.051,-0.429,-0.366,-1.37,0.065,0.252,-0.066
5373,2.328,-0.041,-0.294,-0.358,-1.383,0.07,0.257,-0.065
5374,2.348,-0.031,-0.241,-0.347,-1.409,0.072,0.262,-0.063
5375,2.369,-0.024,-0.267,-0.333,-1.445,0.071,0.269,-0.061
5376,2.394,-0.022,-0.353,-0.318,-1.488,0.067,0.275,-0.058
5377,2.422,-0.023,-0.473,-0.305,-1.535,0.061,0.282,-0.055
5378,2.452,-0.026,-0.599,-0.296,-1.58,0.054,0.289,-0.053
5379,2.487,-0.026,-0.706,-0.293,-1.621,0.047,0.295,-0.053
5380,2.527,-0.019,-0.774,-0.298,-1.653,0.039,0.3,-0.053
5381,2.573,-0.005,-0.79,-0.311,-1.676,0.032,0.304,-0.056
5382,2.626,0.013,-0.744,-0.329,-1.685,0.025,0.306,-0.059
5383,2.68,0.029,-0.637,-0.352,-1.682,0.018,0.307,-0.064
5384,2.728,0.036,-0.477,-0.374,-1.665,0.011,0.306,-0.068
5385,2.76,0.03,-0.289,-0.393,-1.637,0.005,0.304,-0.072
5386,2.771,0.012,-0.112,-0.409,-1.603,0.001,0.3,-0.075
5387,2.757,-0.016,0.008,-0.422,-1.568,-0.003,0.296,-0.078
5388,2.719,-0.048,0.034,-0.434,-1.537,-0.005,0.29,-0.08
5389,2.663,-0.08,-0.053,-0.445,-1.512,-0.005,0.284,-0.082
5390,2.597,-0.104,-0.243,-0.459,-1.493,-0.006,0.278,-0.084
5391,2.527,-0.118,-0.501,-0.474,-1.478,-0.007,0.271,-0.086
5392,2.459,-0.119,-0.77,-0.491,-1.462,-0.01,0.264,-0.089
5393,2.397,-0.109,-0.992,-0.509,-1.442,-0.015,0.257,-0.092
5394,2.342,-0.092,-1.119,-0.526,-1.416,-0.021,0.251,-0.095
5395,2.294,-0.076,-1.124,-0.541,-1.386,-0.027,0.245,-0.098
