'sample interval','Fx','Fy','Fz','Mx','My','Mz','COPx','COPy'
378,2.326,-0.125,-0.665,1.168,-0.219,0.167,0.035,0.219
379,2.278,-0.101,-0.805,1.172,-0.208,0.169,0.031,0.22
380,2.226,-0.088,-0.895,1.184,-0.192,0.166,0.026,0.223
381,2.18,-0.089,-0.914,1.203,-0.172,0.16,0.022,0.226
382,2.146,-0.104,-0.858,1.226,-0.147,0.15,0.018,0.23
383,2.128,-0.131,-0.736,1.251,-0.12,0.141,0.015,0.235
384,2.127,-0.166,-0.561,1.274,-0.093,0.134,0.013,0.239
385,2.137,-0.202,-0.355,1.291,-0.068,0.131,0.012,0.241
386,2.155,-0.231,-0.144,1.3,-0.048,0.134,0.011,0.243
387,2.176,-0.249,0.042,1.3,-0.035,0.143,0.012,0.242
388,2.197,-0.254,0.176,1.291,-0.03,0.154,0.013,0.24
389,2.216,-0.245,0.237,1.275,-0.034,0.166,0.014,0.237
390,2.229,-0.226,0.213,1.255,-0.049,0.176,0.017,0.233
391,2.239,-0.201,0.1,1.235,-0.075,0.18,0.02,0.23
392,2.245,-0.175,-0.094,1.22,-0.11,0.178,0.023,0.228
393,2.25,-0.152,-0.352,1.213,-0.152,0.172,0.027,0.227
394,2.256,-0.13,-0.644,1.215,-0.195,0.164,0.031,0.228
395,2.265,-0.109,-0.933,1.224,-0.236,0.156,0.034,0.23
396,2.274,-0.087,-1.178,1.24,-0.27,0.152,0.036,0.234
397,2.278,-0.065,-1.347,1.26,-0.294,0.152,0.038,0.238
398,2.272,-0.048,-1.42,1.279,-0.306,0.156,0.039,0.241
399,2.253,-0.041,-1.395,1.295,-0.305,0.164,0.039,0.244
400,2.222,-0.05,-1.288,1.307,-0.293,0.172,0.039,0.246
401,2.184,-0.076,-1.126,1.312,-0.271,0.179,0.037,0.247
402,2.146,-0.113,-0.94,1.311,-0.244,0.183,0.035,0.246
403,2.115,-0.152,-0.758,1.305,-0.216,0.183,0.033,0.245
404,2.093,-0.184,-0.598,1.296,-0.191,0.178,0.031,0.243
405,2.079,-0.202,-0.475,1.288,-0.176,0.171,0.03,0.241
406,2.071,-0.205,-0.393,1.283,-0.173,0.162,0.03,0.24
407,2.065,-0.197,-0.356,1.285,-0.183,0.155,0.033,0.24
408,2.061,-0.184,-0.362,1.294,-0.205,0.149,0.037,0.242
409,2.057,-0.171,-0.404,1.307,-0.233,0.148,0.041,0.245
410,2.056,-0.162,-0.47,1.323,-0.263,0.15,0.046,0.248
411,2.061,-0.16,-0.544,1.339,-0.288,0.155,0.05,0.251
412,2.073,-0.161,-0.611,1.352,-0.307,0.162,0.052,0.253
413,2.093,-0.164,-0.656,1.364,-0.32,0.169,0.054,0.255
414,2.12,-0.164,-0.672,1.373,-0.33,0.173,0.055,0.257
415,2.153,-0.158,-0.65,1.381,-0.34,0.173,0.058,0.259
416,2.189,-0.147,-0.59,1.387,-0.354,0.168,0.061,0.26
417,2.224,-0.131,-0.502,1.392,-0.372,0.161,0.066,0.26
418,2.256,-0.116,-0.405,1.395,-0.393,0.151,0.071,0.261
419,2.283,-0.105,-0.331,1.394,-0.417,0.141,0.077,0.261
420,2.304,-0.1,-0.304,1.392,-0.442,0.132,0.082,0.26
421,2.318,-0.102,-0.332,1.39,-0.466,0.123,0.086,0.26
422,2.329,-0.109,-0.404,1.389,-0.49,0.116,0.089,0.26
423,2.337,-0.12,-0.492,1.392,-0.512,0.108,0.092,0.26
424,2.344,-0.134,-0.568,1.398,-0.533,0.102,0.095,0.262
425,2.351,-0.152,-0.614,1.407,-0.553,0.096,0.098,0.263
426,2.357,-0.173,-0.631,1.418,-0.573,0.093,0.101,0.265
427,2.36,-0.192,-0.636,1.428,-0.592,0.092,0.105,0.267
428,2.358,-0.206,-0.648,1.435,-0.612,0.094,0.108,0.269
429,2.352,-0.206,-0.681,1.438,-0.633,0.097,0.111,0.269
430,2.339,-0.19,-0.735,1.436,-0.652,0.1,0.114,0.269
431,2.319,-0.157,-0.794,1.43,-0.667,0.101,0.116,0.268
432,2.295,-0.114,-0.836,1.422,-0.677,0.101,0.117,0.267
433,2.269,-0.068,-0.84,1.415,-0.68,0.099,0.118,0.265
434,2.245,-0.029,-0.791,1.409,-0.678,0.096,0.118,0.264
435,2.229,-0.005,-0.689,1.405,-0.672,0.093,0.119,0.263
436,2.228,-0.001,-0.547,1.401,-0.667,0.091,0.12,0.262
437,2.244,-0.017,-0.393,1.397,-0.666,0.089,0.122,0.261
438,2.28,-0.049,-0.258,1.392,-0.671,0.09,0.125,0.26
439,2.332,-0.089,-0.176,1.387,-0.684,0.093,0.129,0.259
440,2.391,-0.127,-0.172,1.383,-0.702,0.099,0.132,0.258
441,2.448,-0.154,-0.256,1.382,-0.723,0.107,0.135,0.258
442,2.492,-0.164,-0.418,1.384,-0.744,0.116,0.136,0.259
443,2.514,-0.157,-0.623,1.39,-0.761,0.125,0.136,0.26
444,2.51,-0.138,-0.819,1.399,-0.773,0.134,0.135,0.262
445,2.481,-0.115,-0.948,1.411,-0.779,0.14,0.134,0.265
446,2.437,-0.097,-0.965,1.424,-0.778,0.143,0.134,0.267
447,2.386,-0.088,-0.856,1.438,-0.772,0.143,0.135,0.27
448,2.342,-0.089,-0.644,1.452,-0.762,0.141,0.136,0.272
449,2.311,-0.099,-0.386,1.466,-0.751,0.138,0.138,0.274
450,2.298,-0.113,-0.156,1.477,-0.743,0.134,0.14,0.276
451,2.303,-0.124,-0.023,1.485,-0.739,0.131,0.141,0.277
452,2.324,-0.13,-0.028,1.491,-0.742,0.129,0.142,0.278
453,2.354,-0.127,-0.174,1.496,-0.752,0.129,0.141,0.279
454,2.387,-0.118,-0.42,1.502,-0.77,0.13,0.141,0.281
455,2.416,-0.106,-0.695,1.511,-0.792,0.133,0.141,0.283
456,2.439,-0.097,-0.919,1.525,-0.818,0.138,0.142,0.286
457,2.454,-0.096,-1.028,1.542,-0.844,0.144,0.145,0.289
458,2.466,-0.104,-0.997,1.559,-0.868,0.149,0.15,0.293
459,2.479,-0.121,-0.846,1.575,-0.888,0.155,0.156,0.295
460,2.492,-0.14,-0.623,1.588,-0.906,0.159,0.163,0.297
461,2.507,-0.157,-0.388,1.598,-0.921,0.161,0.169,0.298
462,2.52,-0.164,-0.194,1.608,-0.937,0.162,0.175,0.3
463,2.528,-0.162,-0.071,1.62,-0.957,0.161,0.181,0.302
464,2.532,-0.149,-0.026,1.636,-0.984,0.159,0.187,0.305
465,2.534,-0.13,-0.042,1.656,-1.02,0.157,0.193,0.308
466,2.541,-0.107,-0.093,1.679,-1.065,0.156,0.201,0.313
467,2.562,-0.082,-0.154,1.704,-1.116,0.154,0.209,0.318
468,2.599,-0.057,-0.203,1.729,-1.171,0.152,0.219,0.323
469,2.653,-0.033,-0.235,1.754,-1.225,0.15,0.228,0.327
470,2.718,-0.012,-0.247,1.777,-1.276,0.147,0.238,0.332
471,2.787,0.006,-0.243,1.797,-1.32,0.145,0.246,0.335
472,2.852,0.019,-0.228,1.814,-1.357,0.142,0.253,0.338
473,2.907,0.027,-0.208,1.827,-1.387,0.139,0.259,0.341
474,2.951,0.028,-0.188,1.837,-1.41,0.136,0.263,0.342
475,2.984,0.024,-0.182,1.844,-1.426,0.132,0.267,0.344
476,3.008,0.018,-0.204,1.849,-1.439,0.128,0.268,0.345
477,3.022,0.013,-0.267,1.852,-1.448,0.123,0.269,0.345
478,3.025,0.011,-0.375,1.852,-1.454,0.118,0.269,0.346
479,3.013,0.013,-0.519,1.852,-1.458,0.113,0.267,0.346
480,2.982,0.018,-0.679,1.851,-1.46,0.11,0.265,0.346
481,2.929,0.027,-0.831,1.85,-1.457,0.107,0.263,0.346
482,2.853,0.037,-0.951,1.849,-1.45,0.106,0.259,0.346
483,2.759,0.051,-1.023,1.849,-1.436,0.106,0.256,0.347
484,2.656,0.066,-1.035,1.849,-1.416,0.107,0.252,0.347
485,2.558,0.083,-0.986,1.849,-1.39,0.109,0.248,0.347
486,2.477,0.097,-0.881,1.849,-1.359,0.112,0.243,0.346
487,2.423,0.105,-0.731,1.848,-1.323,0.116,0.239,0.346
488,2.396,0.1,-0.553,1.848,-1.284,0.119,0.235,0.345
489,2.392,0.079,-0.365,1.847,-1.244,0.121,0.23,0.345
490,2.399,0.043,-0.188,1.848,-1.206,0.124,0.225,0.345
491,2.407,-0.005,-0.045,1.85,-1.171,0.126,0.221,0.345
492,2.405,-0.059,0.042,1.852,-1.144,0.129,0.217,0.345
493,2.39,-0.112,0.055,1.854,-1.125,0.134,0.214,0.345
494,2.365,-0.158,-0.014,1.858,-1.114,0.14,0.211,0.346
495,2.334,-0.188,-0.158,1.862,-1.109,0.146,0.208,0.347
496,2.305,-0.199,-0.352,1.867,-1.106,0.15,0.204,0.348
497,2.288,-0.189,-0.558,1.871,-1.102,0.15,0.201,0.35
498,2.285,-0.159,-0.735,1.875,-1.095,0.147,0.197,0.351
499,2.3,-0.117,-0.85,1.878,-1.084,0.14,0.193,0.351
500,2.329,-0.069,-0.883,1.881,-1.072,0.132,0.19,0.352
501,2.366,-0.026,-0.829,1.884,-1.06,0.124,0.189,0.353
502,2.404,0.008,-0.701,1.89,-1.051,0.118,0.189,0.353
503,2.436,0.029,-0.526,1.895,-1.05,0.114,0.191,0.354
504,2.457,0.037,-0.339,1.901,-1.057,0.111,0.196,0.355
505,2.466,0.035,-0.182,1.904,-1.073,0.111,0.201,0.355
506,2.465,0.025,-0.089,1.905,-1.097,0.111,0.207,0.355
507,2.457,0.01,-0.084,1.904,-1.128,0.112,0.213,0.355
508,2.444,-0.008,-0.167,1.901,-1.163,0.113,0.218,0.354
509,2.43,-0.027,-0.32,1.901,-1.201,0.113,0.223,0.355
510,2.419,-0.042,-0.507,1.904,-1.241,0.112,0.227,0.356
511,2.414,-0.051,-0.691,1.913,-1.28,0.11,0.232,0.358
512,2.421,-0.05,-0.835,1.926,-1.317,0.108,0.236,0.361
513,2.444,-0.038,-0.92,1.943,-1.348,0.106,0.241,0.364
514,2.484,-0.013,-0.939,1.961,-1.374,0.104,0.245,0.367
515,2.541,0.022,-0.896,1.978,-1.394,0.102,0.25,0.37
516,2.61,0.065,-0.8,1.992,-1.411,0.099,0.254,0.373
517,2.684,0.11,-0.663,2.003,-1.428,0.095,0.26,0.374
518,2.753,0.15,-0.507,2.012,-1.448,0.091,0.266,0.376
519,2.81,0.18,-0.357,2.019,-1.472,0.087,0.272,0.377
520,2.848,0.195,-0.245,2.028,-1.497,0.084,0.279,0.378
521,2.865,0.195,-0.197,2.037,-1.521,0.082,0.284,0.38
522,2.864,0.182,-0.22,2.048,-1.538,0.081,0.287,0.382
523,2.851,0.162,-0.295,2.058,-1.546,0.081,0.287,0.384
524,2.831,0.142,-0.383,2.065,-1.543,0.083,0.285,0.385
525,2.809,0.127,-0.439,2.066,-1.53,0.086,0.282,0.386
526,2.789,0.122,-0.429,2.061,-1.51,0.093,0.278,0.385
527,2.772,0.127,-0.344,2.05,-1.489,0.103,0.276,0.382
528,2.755,0.143,-0.203,2.036,-1.469,0.117,0.274,0.38
529,2.737,0.164,-0.042,2.022,-1.452,0.133,0.273,0.376
530,2.714,0.188,0.103,2.009,-1.436,0.149,0.273,0.374
531,2.686,0.211,0.202,2.001,-1.422,0.161,0.271,0.372
532,2.654,0.23,0.246,1.996,-1.406,0.167,0.269,0.371
533,2.62,0.242,0.237,1.994,-1.387,0.166,0.266,0.371
534,2.587,0.247,0.185,1.994,-1.366,0.161,0.261,0.371
535,2.558,0.241,0.099,1.992,-1.343,0.153,0.255,0.371
536,2.536,0.223,-0.015,1.988,-1.317,0.146,0.249,0.37
537,2.522,0.194,-0.148,1.981,-1.292,0.143,0.242,0.369
538,2.516,0.158,-0.289,1.971,-1.266,0.145,0.235,0.368
539,2.519,0.123,-0.425,1.957,-1.243,0.151,0.229,0.365
540,2.53,0.095,-0.541,1.94,-1.222,0.159,0.223,0.362
541,2.549,0.082,-0.631,1.92,-1.204,0.167,0.219,0.359
542,2.574,0.082,-0.692,1.898,-1.188,0.172,0.215,0.355
543,2.604,0.092,-0.725,1.876,-1.172,0.174,0.211,0.351
544,2.634,0.102,-0.728,1.857,-1.154,0.173,0.208,0.347
545,2.661,0.106,-0.692,1.843,-1.134,0.171,0.205,0.345
546,2.682,0.096,-0.615,1.837,-1.112,0.169,0.202,0.343
547,2.695,0.073,-0.508,1.839,-1.09,0.168,0.199,0.344
548,2.699,0.038,-0.397,1.849,-1.071,0.169,0.197,0.345
549,2.692,-0.002,-0.317,1.863,-1.057,0.172,0.196,0.348
550,2.675,-0.04,-0.291,1.879,-1.051,0.176,0.195,0.351
551,2.648,-0.073,-0.323,1.894,-1.054,0.179,0.195,0.353
552,2.613,-0.094,-0.388,1.904,-1.061,0.18,0.196,0.355
553,2.574,-0.104,-0.445,1.907,-1.07,0.178,0.196,0.356
554,2.539,-0.101,-0.456,1.904,-1.075,0.173,0.197,0.356
555,2.515,-0.088,-0.395,1.894,-1.075,0.167,0.198,0.354
556,2.508,-0.069,-0.263,1.879,-1.067,0.161,0.199,0.351
557,2.519,-0.046,-0.079,1.863,-1.055,0.155,0.199,0.347
558,2.545,-0.024,0.129,1.848,-1.044,0.15,0.2,0.344
559,2.578,-0.005,0.324,1.838,-1.039,0.145,0.202,0.341
560,2.612,0.01,0.466,1.831,-1.045,0.14,0.205,0.34
561,2.642,0.021,0.519,1.828,-1.062,0.133,0.209,0.339
562,2.67,0.029,0.455,1.825,-1.089,0.124,0.214,0.339
563,2.697,0.039,0.265,1.819,-1.123,0.114,0.217,0.338
564,2.726,0.051,-0.032,1.811,-1.159,0.103,0.219,0.337
565,2.758,0.069,-0.394,1.799,-1.192,0.092,0.22,0.336
566,2.787,0.091,-0.761,1.788,-1.218,0.083,0.219,0.335
567,2.806,0.113,-1.078,1.78,-1.236,0.076,0.218,0.334
568,2.808,0.132,-1.302,1.776,-1.243,0.072,0.215,0.334
569,2.79,0.144,-1.409,1.778,-1.239,0.069,0.213,0.334
570,2.754,0.146,-1.39,1.782,-1.224,0.066,0.211,0.335
571,2.707,0.14,-1.249,1.787,-1.201,0.064,0.209,0.335
572,2.657,0.127,-0.997,1.788,-1.173,0.062,0.207,0.335
573,2.615,0.108,-0.658,1.784,-1.142,0.06,0.206,0.334
574,2.586,0.084,-0.271,1.775,-1.111,0.061,0.207,0.331
575,2.571,0.054,0.108,1.764,-1.082,0.064,0.207,0.328
576,2.57,0.016,0.421,1.753,-1.056,0.071,0.207,0.326
577,2.58,-0.027,0.609,1.744,-1.036,0.08,0.206,0.323
578,2.597,-0.072,0.639,1.738,-1.021,0.09,0.204,0.322
579,2.618,-0.114,0.504,1.735,-1.011,0.097,0.2,0.322
580,2.64,-0.147,0.237,1.733,-1.007,0.1,0.195,0.322
581,2.663,-0.166,-0.106,1.731,-1.004,0.1,0.189,0.323
582,2.684,-0.171,-0.452,1.727,-1.002,0.096,0.184,0.323
583,2.705,-0.163,-0.733,1.72,-0.996,0.09,0.178,0.322
584,2.728,-0.148,-0.899,1.708,-0.985,0.085,0.174,0.32
585,2.755,-0.132,-0.929,1.695,-0.967,0.082,0.17,0.318
586,2.784,-0.122,-0.833,1.68,-0.943,0.083,0.167,0.315
587,2.815,-0.121,-0.647,1.665,-0.916,0.086,0.165,0.311
588,2.843,-0.128,-0.423,1.651,-0.885,0.09,0.162,0.308
589,2.868,-0.141,-0.211,1.639,-0.853,0.095,0.16,0.306
590,2.886,-0.156,-0.052,1.627,-0.821,0.098,0.156,0.303
591,2.899,-0.165,0.028,1.616,-0.787,0.099,0.151,0.301
592,2.907,-0.167,0.023,1.604,-0.752,0.097,0.144,0.299
593,2.909,-0.158,-0.059,1.591,-0.716,0.094,0.137,0.297
594,2.903,-0.141,-0.194,1.578,-0.679,0.091,0.128,0.294
595,2.885,-0.121,-0.357,1.567,-0.64,0.089,0.118,0.293
596,2.854,-0.105,-0.517,1.557,-0.601,0.09,0.108,0.291
597,2.809,-0.098,-0.646,1.551,-0.56,0.094,0.098,0.29
598,2.754,-0.103,-0.726,1.547,-0.516,0.1,0.089,0.29
599,2.694,-0.117,-0.744,1.545,-0.469,0.107,0.08,0.289
600,2.637,-0.136,-0.701,1.542,-0.417,0.114,0.071,0.289
601,2.587,-0.151,-0.61,1.534,-0.357,0.121,0.061,0.287
602,2.549,-0.159,-0.495,1.519,-0.288,0.126,0.05,0.284
603,2.521,-0.157,-0.384,1.497,-0.21,0.13,0.037,0.28
604,2.496,-0.146,-0.304,1.468,-0.124,0.132,0.023,0.274
605,2.468,-0.131,-0.272,1.435,-0.034,0.135,0.006,0.268
606,2.432,-0.118,-0.293,1.4,0.057,0.139,-0.011,0.261
607,2.383,-0.112,-0.363,1.368,0.143,0.146,-0.028,0.256
608,2.323,-0.117,-0.47,1.34,0.22,0.156,-0.044,0.251
609,2.253,-0.133,-0.6,1.319,0.287,0.167,-0.058,0.247
610,2.175,-0.157,-0.74,1.302,0.345,0.178,-0.071,0.244
611,2.092,-0.184,-0.874,1.288,0.397,0.187,-0.083,0.242
612,2.011,-0.209,-0.985,1.276,0.446,0.193,-0.094,0.24
613,1.938,-0.228,-1.052,1.263,0.494,0.195,-0.104,0.238
614,1.881,-0.239,-1.052,1.25,0.541,0.195,-0.113,0.235
615,1.845,-0.244,-0.968,1.238,0.585,0.194,-0.119,0.233
616,1.831,-0.244,-0.799,1.229,0.624,0.195,-0.124,0.231
617,1.835,-0.241,-0.562,1.224,0.657,0.2,-0.127,0.229
618,1.848,-0.238,-0.294,1.226,0.686,0.207,-0.128,0.229
619,1.862,-0.235,-0.044,1.232,0.71,0.216,-0.128,0.23
620,1.871,-0.231,0.136,1.241,0.731,0.225,-0.129,0.231
621,1.872,-0.226,0.206,1.248,0.751,0.233,-0.132,0.232
622,1.868,-0.22,0.148,1.249,0.769,0.238,-0.136,0.233
623,1.864,-0.214,-0.028,1.241,0.785,0.241,-0.142,0.232
624,1.866,-0.207,-0.289,1.226,0.797,0.242,-0.148,0.229
625,1.877,-0.199,-0.582,1.204,0.807,0.242,-0.155,0.226
626,1.898,-0.19,-0.852,1.18,0.815,0.243,-0.16,0.222
627,1.927,-0.18,-1.051,1.159,0.822,0.245,-0.165,0.218
628,1.959,-0.17,-1.148,1.144,0.831,0.248,-0.168,0.216
629,1.987,-0.164,-1.139,1.138,0.842,0.252,-0.17,0.214
630,2.005,-0.166,-1.038,1.14,0.858,0.256,-0.171,0.215
631,2.01,-0.176,-0.873,1.147,0.878,0.26,-0.173,0.216
632,2,-0.191,-0.678,1.156,0.901,0.264,-0.174,0.217
633,1.978,-0.208,-0.482,1.162,0.927,0.266,-0.175,0.218
634,1.946,-0.221,-0.312,1.163,0.953,0.267,-0.178,0.218
635,1.908,-0.228,-0.186,1.157,0.978,0.266,-0.18,0.216
636,1.866,-0.227,-0.119,1.144,0.999,0.264,-0.183,0.214
637,1.825,-0.22,-0.116,1.126,1.017,0.26,-0.186,0.21
638,1.787,-0.211,-0.176,1.106,1.03,0.257,-0.19,0.207
639,1.754,-0.206,-0.28,1.087,1.039,0.254,-0.193,0.203
640,1.73,-0.208,-0.396,1.072,1.045,0.251,-0.196,0.201
641,1.717,-0.221,-0.483,1.061,1.051,0.25,-0.199,0.199
642,1.717,-0.242,-0.503,1.056,1.058,0.25,-0.2,0.198
643,1.728,-0.265,-0.443,1.056,1.067,0.25,-0.201,0.198
644,1.749,-0.286,-0.318,1.061,1.078,0.25,-0.201,0.199
645,1.774,-0.298,-0.173,1.069,1.09,0.249,-0.201,0.2
646,1.799,-0.3,-0.057,1.075,1.102,0.248,-0.201,0.201
647,1.819,-0.293,-0.011,1.078,1.111,0.244,-0.202,0.201
648,1.832,-0.279,-0.05,1.076,1.115,0.24,-0.203,0.201
649,1.835,-0.264,-0.168,1.068,1.113,0.233,-0.205,0.2
650,1.83,-0.253,-0.346,1.056,1.105,0.225,-0.206,0.198
651,1.819,-0.248,-0.565,1.044,1.091,0.215,-0.207,0.196
652,1.803,-0.25,-0.806,1.034,1.075,0.206,-0.208,0.194
653,1.785,-0.259,-1.049,1.026,1.059,0.197,-0.209,0.193
654,1.764,-0.27,-1.269,1.021,1.046,0.19,-0.21,0.193
655,1.739,-0.279,-1.433,1.018,1.039,0.185,-0.211,0.193
656,1.709,-0.286,-1.509,1.016,1.039,0.182,-0.213,0.192
657,1.675,-0.293,-1.48,1.014,1.046,0.181,-0.214,0.192
658,1.64,-0.303,-1.345,1.013,1.06,0.181,-0.214,0.192
659,1.607,-0.32,-1.128,1.013,1.079,0.182,-0.214,0.191
660,1.582,-0.342,-0.872,1.015,1.101,0.182,-0.214,0.191
661,1.57,-0.369,-0.623,1.02,1.123,0.181,-0.214,0.192
662,1.569,-0.396,-0.427,1.028,1.141,0.181,-0.214,0.193
663,1.578,-0.42,-0.317,1.041,1.15,0.181,-0.214,0.195
664,1.594,-0.438,-0.308,1.059,1.145,0.183,-0.213,0.198
665,1.615,-0.447,-0.391,1.084,1.121,0.186,-0.21,0.203
666,1.645,-0.444,-0.535,1.112,1.076,0.189,-0.204,0.209
667,1.687,-0.426,-0.69,1.143,1.011,0.189,-0.194,0.215
668,1.745,-0.392,-0.803,1.172,0.93,0.186,-0.181,0.22
669,1.818,-0.343,-0.83,1.197,0.838,0.178,-0.164,0.225
670,1.904,-0.285,-0.757,1.217,0.742,0.166,-0.146,0.228
671,1.995,-0.227,-0.599,1.232,0.652,0.153,-0.126,0.231
672,2.083,-0.177,-0.4,1.242,0.571,0.14,-0.108,0.232
673,2.16,-0.142,-0.213,1.248,0.503,0.131,-0.092,0.233
674,2.222,-0.124,-0.087,1.25,0.45,0.125,-0.081,0.233
675,2.273,-0.123,-0.048,1.249,0.411,0.123,-0.073,0.233
676,2.316,-0.135,-0.098,1.246,0.384,0.125,-0.069,0.233
677,2.357,-0.153,-0.214,1.245,0.366,0.127,-0.067,0.233
678,2.397,-0.172,-0.365,1.245,0.353,0.13,-0.067,0.233
679,2.435,-0.186,-0.519,1.249,0.342,0.132,-0.067,0.234
680,2.463,-0.192,-0.654,1.255,0.329,0.135,-0.067,0.235
681,2.472,-0.186,-0.763,1.263,0.315,0.139,-0.066,0.237
682,2.457,-0.171,-0.848,1.271,0.299,0.145,-0.064,0.239
683,2.417,-0.152,-0.91,1.278,0.282,0.152,-0.062,0.24
684,2.36,-0.137,-0.952,1.284,0.267,0.162,-0.06,0.241
685,2.297,-0.132,-0.97,1.289,0.254,0.171,-0.058,0.242
686,2.242,-0.141,-0.956,1.296,0.24,0.18,-0.055,0.243
687,2.207,-0.16,-0.903,1.305,0.225,0.188,-0.052,0.245
688,2.2,-0.18,-0.809,1.316,0.207,0.192,-0.047,0.247
689,2.219,-0.192,-0.677,1.331,0.185,0.194,-0.041,0.249
690,2.26,-0.189,-0.525,1.346,0.159,0.192,-0.033,0.252
691,2.311,-0.169,-0.376,1.363,0.131,0.188,-0.026,0.255
692,2.36,-0.137,-0.258,1.378,0.099,0.183,-0.018,0.257
693,2.398,-0.101,-0.19,1.392,0.065,0.176,-0.011,0.26
694,2.422,-0.068,-0.179,1.404,0.027,0.171,-0.004,0.262
695,2.436,-0.042,-0.218,1.413,-0.014,0.165,0.004,0.264
696,2.447,-0.026,-0.29,1.42,-0.059,0.161,0.011,0.265
697,2.465,-0.017,-0.375,1.427,-0.106,0.158,0.018,0.267
698,2.495,-0.015,-0.459,1.434,-0.152,0.155,0.026,0.268
699,2.541,-0.019,-0.533,1.442,-0.194,0.153,0.032,0.27
700,2.599,-0.026,-0.595,1.451,-0.226,0.151,0.037,0.272
701,2.661,-0.037,-0.643,1.46,-0.244,0.149,0.04,0.273
702,2.715,-0.05,-0.678,1.467,-0.247,0.148,0.04,0.275
703,2.747,-0.063,-0.696,1.469,-0.236,0.147,0.037,0.275
704,2.749,-0.071,-0.697,1.468,-0.214,0.148,0.033,0.275
705,2.719,-0.072,-0.679,1.466,-0.187,0.147,0.028,0.274
706,2.665,-0.059,-0.642,1.465,-0.158,0.146,0.024,0.274
707,2.599,-0.032,-0.591,1.469,-0.133,0.143,0.02,0.275
708,2.534,0.007,-0.535,1.479,-0.112,0.138,0.017,0.277
709,2.48,0.051,-0.481,1.494,-0.096,0.131,0.015,0.279
710,2.443,0.091,-0.438,1.512,-0.085,0.124,0.013,0.283
711,2.421,0.119,-0.407,1.528,-0.078,0.119,0.012,0.286
712,2.409,0.129,-0.387,1.54,-0.076,0.118,0.012,0.288
713,2.397,0.12,-0.371,1.547,-0.078,0.121,0.013,0.289
714,2.382,0.092,-0.357,1.55,-0.086,0.128,0.015,0.289
715,2.359,0.052,-0.344,1.551,-0.099,0.137,0.017,0.29
716,2.334,0.007,-0.342,1.552,-0.119,0.145,0.021,0.29
717,2.314,-0.035,-0.361,1.556,-0.145,0.149,0.026,0.291
718,2.311,-0.066,-0.411,1.563,-0.179,0.148,0.031,0.292
719,2.33,-0.08,-0.492,1.573,-0.22,0.141,0.038,0.294
720,2.374,-0.076,-0.591,1.585,-0.267,0.131,0.045,0.296
721,2.438,-0.059,-0.683,1.597,-0.317,0.118,0.053,0.299
722,2.513,-0.034,-0.737,1.609,-0.365,0.106,0.061,0.301
723,2.59,-0.008,-0.73,1.618,-0.406,0.098,0.068,0.303
724,2.656,0.014,-0.653,1.624,-0.437,0.094,0.075,0.304
725,2.705,0.031,-0.521,1.626,-0.456,0.096,0.081,0.304
726,2.732,0.045,-0.37,1.623,-0.465,0.102,0.085,0.303
727,2.734,0.06,-0.244,1.616,-0.469,0.112,0.088,0.302
728,2.715,0.076,-0.184,1.607,-0.471,0.122,0.089,0.3
729,2.676,0.094,-0.212,1.597,-0.476,0.13,0.09,0.298
730,2.624,0.111,-0.328,1.586,-0.485,0.136,0.089,0.296
731,2.565,0.123,-0.514,1.576,-0.496,0.137,0.089,0.295
732,2.505,0.128,-0.737,1.566,-0.51,0.135,0.088,0.293
733,2.449,0.124,-0.959,1.556,-0.525,0.13,0.087,0.292
734,2.401,0.113,-1.149,1.546,-0.539,0.125,0.087,0.29
735,2.363,0.099,-1.287,1.536,-0.551,0.121,0.087,0.289
736,2.332,0.088,-1.366,1.528,-0.559,0.119,0.087,0.287
737,2.308,0.081,-1.389,1.522,-0.562,0.119,0.087,0.286
738,2.285,0.081,-1.358,1.52,-0.557,0.123,0.087,0.286
739,2.262,0.088,-1.275,1.522,-0.543,0.13,0.085,0.286
740,2.234,0.097,-1.141,1.528,-0.519,0.14,0.083,0.287
741,2.202,0.102,-0.953,1.536,-0.489,0.153,0.081,0.288
742,2.17,0.098,-0.721,1.545,-0.456,0.167,0.078,0.289
743,2.143,0.081,-0.464,1.553,-0.427,0.179,0.076,0.29
744,2.13,0.054,-0.215,1.559,-0.407,0.189,0.077,0.291
745,2.135,0.021,-0.016,1.561,-0.401,0.196,0.079,0.291
746,2.158,-0.009,0.095,1.558,-0.413,0.198,0.082,0.29
747,2.194,-0.03,0.099,1.551,-0.439,0.196,0.087,0.289
748,2.235,-0.04,-0.004,1.538,-0.476,0.189,0.093,0.287
749,2.273,-0.038,-0.186,1.523,-0.517,0.18,0.098,0.284
750,2.303,-0.028,-0.399,1.506,-0.557,0.169,0.102,0.281
751,2.326,-0.015,-0.593,1.492,-0.592,0.158,0.105,0.279
752,2.345,-0.005,-0.724,1.482,-0.622,0.146,0.109,0.278
753,2.366,0.002,-0.773,1.478,-0.651,0.137,0.113,0.277
754,2.39,0.004,-0.741,1.478,-0.682,0.128,0.12,0.277
755,2.419,0.005,-0.652,1.479,-0.717,0.121,0.128,0.277
756,2.45,0.008,-0.538,1.481,-0.76,0.115,0.137,0.277
757,2.483,0.013,-0.439,1.481,-0.807,0.11,0.147,0.277
758,2.518,0.02,-0.386,1.481,-0.854,0.104,0.157,0.277
